text,aspect,label
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,charging,0
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,charging,0
Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,charging,0
It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,performance,1
It is good to know that I can mobilize without having to worry about the battery life.,battery,2
"The screen is nice, side view angles are pretty good.",display,2
"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",display,2
"The fact that the screen reacts to the lighting around you is an added luxury-when you are working around others in dark areas and want privacy or don't want to bother them with bright lighting, it is very convenient to have a darker, softer lit screen.",display,2
3 weeks went by and the computer keeps crashing and will not open any applications.,software,1
Not to mention sometimes the whole charger unit will decide not to work entirely.,charging,0
"Looks nice, but has a horribly cheap feel.",design,2
"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",charging,0
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,camera,2
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",storage,1
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",performance,1
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.",battery,2
"I am not sure if it was the drive itself, however;",software,1
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",design,2
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",design,2
"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",software,2
"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",price,0
I should have checked this before I installed my applications.,software,1
The battery is really long.,battery,2
"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.",charging,0
Had some trouble finding a case that it would fit in.,design,0
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,design,0
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,design,0
Comes with iMovie;,camera,2
"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",software,1
"It is a much more streamlined system for adding programs, using the internet, and doing other things everyone does on a computer.",software,2
"This is an over-sized, 18-inch laptop.",design,0
I had to pay $100 for a universal charger for this cheap $300 laptop.,charging,0
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,charging,0
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,performance,0
The screen gets smeary and dusty very quickly and it's very noticeable.,display,0
"The battery life, before the battery completely died of course, left much to be desired.",battery,0
"The battery life, before the battery completely died of course, left much to be desired.",battery,0
"It is a REAL touchpad, not the toy I saw in other brands.",design,2
Price and purpose is awesome!,price,2
Wonderful zooming.,camera,2
"The screen is huge and coloful, but no LED backlighting.",display,2
"In all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.",design,1
Everything about this computer is easy to use.,software,2
"  Worse, for the price I could get a *netbook* that outperforms this machine.",price,0
It had most of the features and all of the power that I wanted to replace my desktop machine.,performance,2
Keyboard was also very nice and had a solid feel.,design,2
There is a backlit keyboard which is perfect for typing in the dark.,design,2
It has a lot of memory and a great battery life.,storage,2
It has a lot of memory and a great battery life.,battery,2
"I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",charging,0
"I love this program, it is superior to windows movie maker.",software,2
He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,storage,0
He has replaced his hard drive twice and (of course) has had to pay for antivirus software every year.,software,0
"This purchase opened me to the world of Macbooks, and I am impressed with the intuition of the design, the beauty of the product, and the excellent technological advances associated with it.",design,2
"The price is great for this model, I only plan on using it for media in the entertainment room.",price,2
I've also had to have the keyboard replaced at my expense.,design,0
Was very much worth the price i paid.,price,2
This is a great little computer for the price.,price,2
"Crisp screen, great battery life, and plenty of storage.",display,2
"Crisp screen, great battery life, and plenty of storage.",battery,2
"Crisp screen, great battery life, and plenty of storage.",storage,2
"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",display,0
The Toshiba Satellite has been more than I expected for the price.,price,2
"I had to adjust my mousepad sensitivity, because it is very sensitive.",design,0
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",software,0
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",software,0
Keyboard is plastic and spongey feeling.,design,0
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",software,2
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",software,2
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,design,2
Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,design,0
Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,performance,1
"I love my Apple, it is quick and easy to use.",software,2
With notes saying they replaced the hard drive.,storage,1
"The laptop is relatively simple to use, though I bought  Macs for Dummies,  which is well worth $2",software,2
"Can't close the 2nd HDD bay since there are brackets you have to break off (even then, it still doesn't shut) That could be a major flaw for the dual HDD user.",storage,0
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",design,1
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",design,1
The touch pad is among the best.,design,2
"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",display,0
It's now all commodity hardware.,performance,1
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",software,1
I would like to use a different operating system altogether.,software,1
