text,comment_category,final_subjectivity_label,aspect_input,pipeline,roberta_sentiment,roberta_confidence,deberta_base_sentiment,deberta_base_confidence,deberta_base_finetuned_sentiment,deberta_base_finetuned_confidence,deberta_large_sentiment,deberta_large_confidence,deberta_models_agree,final_base_sentiment,final_base_confidence,final_finetuned_sentiment,final_finetuned_confidence,final_large_sentiment,final_large_confidence
"S26 Ultra Pictures look like... phone pics, they lack the quality of a real camera like the Lumix series 4:33 actually from the 3 pics, the one that feels better to me, is the 3X... but still, not real camera quality level to be be honest I will suggest a DOWNGRADE! Just take the S24 Ultra while U can, at least the S Pen does have Bluetooth for distance pics with the main cameras and air gestures, the S24 ultra feels better quality, the S26 is ticker and it does not look premium either.",overall,Subjective,overall,overall,negative,0.5683,N/A,,N/A,,N/A,,,negative,0.5683,negative,0.5683,negative,0.5683
"​​​@LeonLegowhat downgrade? You keep belittling it but you've yet to state anything any user would find a downgrade. If it's not an ""upgrade"" for you, move on, but stop spouting nonsense hate because you won't pay the price for it. It's superior to any prior Ultra device hands down. I own them all and nothing the S26 Ultra has is a downgrade. The only ""downgrade"" is SPen Bluetooth which 99% of users never used. It's also quite convenient that you state aluminium has nothing to do with heat dissipation (shows your lack of knowledge here) but a better vapour chamber. Well guess what, that's still an UPGRADE and quite significant might I add.",overall,Subjective,overall,overall,negative,0.5966,N/A,,N/A,,N/A,,,negative,0.5966,negative,0.5966,negative,0.5966
"People are looking for excuses not to buy this phone. The S26 Ultra is an absolute beast and definitely better than the S25 Ultra, except for the titanium and anti-reflection features. I used the S25 Ultra for a complete year and am now using the S26. And I am very happy with it.",overall,Subjective,overall,overall,positive,0.8903,N/A,,N/A,,N/A,,,positive,0.8903,positive,0.8903,positive,0.8903
Well. I when to Best buy yesterday to take a look of the s26 ultra and I totally going to agree. The screen has fuzziness,overall,Subjective,overall,overall,neutral,0.471,N/A,,N/A,,N/A,,,neutral,0.471,neutral,0.471,neutral,0.471
"I didn't want to order the S26 Ultra at first because I don't like the blueish-grey tones on Samsung photos, however you absolutely changed my mind by showing the virtual reflector and Samsung should have advertised such features IMO. Samsung should really invest in you going forward because you helped convert a lot of sales that otherwise wouldn't have happened. Great job!",overall,Subjective,overall,overall,positive,0.3981,N/A,,N/A,,N/A,,,positive,0.3981,positive,0.3981,positive,0.3981
"I am on a two year contract with my S25U, so I have no choice. I would not switch to the S26 Ultra though after having seen it's display in store up close though. It just doesn't pop, and it's anti reflective properties are not as good as that on the S25 Ultra. I liked the bass on it's speakers though. Really impressive. As was it's video quality.",overall,Subjective,overall,overall,negative,0.5788,N/A,,N/A,,N/A,,,negative,0.5788,negative,0.5788,negative,0.5788
These youtubers knows what they are doing they want the iPhone to like its the better device when in reality its not. Something is not right here im sure the s26 ultra is better than the iPhone in games.,overall,Subjective,overall,overall,negative,0.6867,N/A,,N/A,,N/A,,,negative,0.6867,negative,0.6867,negative,0.6867
"​@nyoni_bjr Yeah this is exactly right. Its the same with PC hardware. Moores law is essentially dead and theres only so much that can be upgraded. Companies are focusing on AI integration as we can see w the S26 Ultra, and NVIDIA's lineup using Ai for frame gen to improve performance and frame rates since raw performance upgrades are minimal.",overall,Subjective,overall,overall,neutral,0.6644,N/A,,N/A,,N/A,,,neutral,0.6644,neutral,0.6644,neutral,0.6644
please make a review about video performance between S23 Ultra and S26 Ultra i was so disappointed that I'll stay on S23 Ultra,overall,Subjective,overall,overall,negative,0.8875,N/A,,N/A,,N/A,,,negative,0.8875,negative,0.8875,negative,0.8875
This old man eyes not good there is difference in 26 ultra and 25 ultra s26 ultra display is not good samsung should give updates,overall,Subjective,overall,overall,negative,0.9208,N/A,,N/A,,N/A,,,negative,0.9208,negative,0.9208,negative,0.9208
​@payrespectbroxiami is not outlasted samsung phones check mr whose the boss battery tests it lasts less than s26 ultra by an hour with 1800 more mah,overall,Subjective,overall,overall,neutral,0.4657,N/A,,N/A,,N/A,,,neutral,0.4657,neutral,0.4657,neutral,0.4657
"Bhai main khud s26 ultra use kr rha hu, better camera, privacy display shi hai and in hand feel bahut better hai.... specially camera and AI far better hain.",overall,Subjective,overall,overall,positive,0.8864,N/A,,N/A,,N/A,,,positive,0.8864,positive,0.8864,positive,0.8864
"FUN FACT: S25 Ultra has 2000 battery cycles, S26 Ultra has 1200 battery cycles, = almost 40 plus % less charging cycles before the battery is chalked = NOT A UPGRADE",overall,Subjective,overall,overall,neutral,0.606,N/A,,N/A,,N/A,,,neutral,0.606,neutral,0.606,neutral,0.606
Already ordered s26 ultra by trading my s25 ultra with all the offers stacked i got the 26ultra for around 400aud which is definitely worth it for a newer battery and a better processor and screen,overall,Subjective,overall,overall,positive,0.8824,N/A,,N/A,,N/A,,,positive,0.8824,positive,0.8824,positive,0.8824
I also have an S23 Ultra and can't really say I've seen any degradation of the battery. I would get the S26 Ultra for free through work but I am still not 100% sure wether to upgrade. I would miss my bluetooth S-pen.,overall,Subjective,overall,overall,negative,0.4579,N/A,,N/A,,N/A,,,negative,0.4579,negative,0.4579,negative,0.4579
​@yayayaokoksureWow!!!did you see that he was get paid for that.trend is more powerful than the truth now. that's why everyone goes to buy the latest iphone over Samsung!and also are u using the s26 ultra to give useless info like this.s26 ultra is revolutionary than ur apple shit .,overall,Subjective,overall,overall,negative,0.5944,N/A,,N/A,,N/A,,,negative,0.5944,negative,0.5944,negative,0.5944
I pay a lot for a Samsung flagship and I expect a lot...... Samsung getting stingier and lazier every year. Your flagship is supposed to be better every year....... Not weaker in some sense..... I could do more with my S23 ultra S pen than with this S26 ultra.,overall,Subjective,overall,overall,negative,0.6447,N/A,,N/A,,N/A,,,negative,0.6447,negative,0.6447,negative,0.6447
"This review dives deep into the Galaxy S26 Ultra's innovative features like the Privacy Display—it's a game-changer for security! Marques always delivers top-notch insights, and this one must be very interesting for any tech enthusiast eyeing the latest Samsung flagship. Thanks for breaking down the pros and cons so clearly!",overall,Subjective,overall,overall,positive,0.9768,N/A,,N/A,,N/A,,,positive,0.9768,positive,0.9768,positive,0.9768
"Im planning to upgrade as well from S22 ultra to S26 ultra. My S-pen doesn't connect anymore, my rear camera isn't working anymore, next year no more updates... so thought aboit upgrading.. if the camera hardware didn't I wouldn't upgrade honestly, but repair is around €150 so why not as well upgrade instead..",overall,Subjective,overall,overall,negative,0.6637,N/A,,N/A,,N/A,,,negative,0.6637,negative,0.6637,negative,0.6637
When S22 Ultra came - Bad speaker / audio quality - S21 Ultra is better. When S24 Ultra came - Grainy / Dull display - S23 Ultra is better When S25 Ultra came - No air actions on S Pen - S24 Ultra is better When S26 Ultra came - Aluminium is worse - S25 Ultra is better. S23 Ultra is still the GOAT and greatest upgrade.,overall,Subjective,overall,overall,neutral,0.3951,N/A,,N/A,,N/A,,,neutral,0.3951,neutral,0.3951,neutral,0.3951
"samsung s26 ultra didn't just lose to the xiaomi 17 ultra, samsung got completely obliterated by xiaomi. and once the vivo x300 ultra and oppo x9 ultra come out, it's going to be even worse for samsung. honestly, if you want a samsung got for th s25 ultra because the s26 ultra is a downgrade. but if you want a actual better phone, got for the xiaomi 17 ultra or the vivo x300 ultra or oppo x9 ultra.",overall,Subjective,overall,overall,negative,0.834,N/A,,N/A,,N/A,,,negative,0.834,negative,0.834,negative,0.834
"Awesome content as always, it would be great to get a comparison between the S24 Ultra and the S26 Ultra. S25 did not excite me enough to upgrade. The new one is much better but is it DRASTICALLY better? What are the benefits. If, of course, you have the time. Oh and the same for Galaxy Buds Pro 2 and the 4 Pros. No video online on that yet. Might be a good corner to fill in on Youtube ;) Thank you for your content.",overall,Subjective,overall,overall,positive,0.9417,N/A,,N/A,,N/A,,,positive,0.9417,positive,0.9417,positive,0.9417
i dont care about this too these improvement means nothing when the spen is nerfed sure the camera is best in the world but when the functionality is crippled it got broken this is not a hate comment please dont take it as such s26 ultra carrier note legacy and cutting cornners here and there wont help the company either they re invent the spen with bluetooth or remove it entirely and give us the note later in the year with refined specs and performance,overall,Subjective,overall,overall,negative,0.7852,N/A,,N/A,,N/A,,,negative,0.7852,negative,0.7852,negative,0.7852
"As long as privacy display technology continues to be installed, I don't think we can expect a fundamental solution even with next year's S27 Ultra.M14 I don't think it's possible to completely solve the OLED pixel structure issue for the S26U in just a few months, as it combines three extremely complex elements: OLED, CoE, and privacy technology.I don't know if the S28 Ultra will solve this problem. Personally, I think it will take five years, and unless there is a major technological breakthrough, it will be difficult.The 26 series is likely to be the last Ultra with a built-in S Pen, and since my current S10+ is already reaching its storage limit, I plan to buy the S26 Ultra.",overall,Subjective,overall,overall,negative,0.6025,N/A,,N/A,,N/A,,,negative,0.6025,negative,0.6025,negative,0.6025
"Today I have tested s26 ultra and the white was different from s25u and my eyes suffered when I was reading SMS so yes some panels maybe not everyone are worse than s25u, the viewing angles were also worse",overall,Subjective,overall,overall,negative,0.8327,N/A,,N/A,,N/A,,,negative,0.8327,negative,0.8327,negative,0.8327
"I’ve not found there to be a significant enough difference between the two phones for it to be a huge issue to be honest! I don’t think the reception on the Pixel 10 is that much better than the 9 to be honest, but that could just be in my area! Thanks for the comment!",overall,Subjective,overall,overall,negative,0.5122,N/A,,N/A,,N/A,,,negative,0.5122,negative,0.5122,negative,0.5122
